UserID,Age,Occupation,Primary_Work_Tool,Primary_Challenge,Primary_Challenge_Severity,Work_Challenges,Desired_Features,Tech_Comfort_Level,Willing_To_Pay,Will_Subscribe
U293,47,Consultant,Notion,Meeting_Interruptions,4,Meeting_Interruptions;Distractions,Calendar_Integration;Slack_Integration,4,16,Yes
U294,49,Manager,Notion,Creative_Block,8,Creative_Block;Poor_Time_Management;Procrastination,Adaptive_Music;Calendar_Integration;Slack_Integration;Productivity_Report,3,20,Yes
U295,49,Analyst,Excel,Meeting_Interruptions,7,Meeting_Interruptions;Information_Overload;Fatigue;Distractions,Team_Dashboard;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Notification_Blocking;Slack_Integration;Productivity_Report;Distraction_Nudge,3,26,Yes
U296,46,Manager,Excel,Procrastination,5,Procrastination;Information_Overload,AI_Task_Nudge;Notification_Blocking;Productivity_Report,4,15,No
U297,34,Developer,Jupyter,Information_Overload,9,Information_Overload;Distractions;Procrastination,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,5,34,Yes
U298,30,Developer,VS_Code,Mental_Fatigue,10,Fatigue;Distractions,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Notification_Blocking;Slack_Integration;Productivity_Report;Distraction_Nudge,5,34,Yes
U299,40,Analyst,Excel,Mental_Fatigue,1,Fatigue;Distractions,Slack_Integration;Notification_Blocking;Automatic_Breaks;Predictive_Insights,5,23,Yes
U300,19,Student,Word,Procrastination,7,Procrastination;Fatigue;Distractions,Focus_Music,4,5,No
U301,43,Developer,Slack,Information_Overload,4,Information_Overload;Distractions;Fatigue,Automatic_Breaks;Slack_Integration,4,24,Yes
U302,18,Student,Notion,Information_Overload,6,Information_Overload;Fatigue;Procrastination,AI_Task_Nudge;Automatic_Breaks;Team_Dashboard;Productivity_Report,4,10,No
U303,44,Writer,Word,Constant_Distractions,10,Distractions;Creative_Block;Procrastination,AI_Task_Nudge;Automatic_Breaks;Calendar_Integration;Slack_Integration;Productivity_Report;Distraction_Nudge,2,29,Yes
U304,24,Student,Google_Docs,Mental_Fatigue,8,Fatigue;Distractions,Predictive_Insights;Calendar_Integration;Adaptive_Music;Notification_Blocking;Productivity_Report;Focus_Music,4,19,Yes
U305,36,Developer,Slack,Procrastination,6,Procrastination;Fatigue,AI_Task_Nudge;Adaptive_Music;Distraction_Nudge;Slack_Integration;Notification_Blocking;Focus_Music,4,30,Yes
U306,27,Analyst,Figma,Mental_Fatigue,6,Fatigue;Distractions;Procrastination,Notification_Blocking;Slack_Integration;Team_Dashboard;Adaptive_Music,4,25,Yes
U307,30,Designer,Figma,Constant_Distractions,8,Distractions;Creative_Block,AI_Task_Nudge;Automatic_Breaks;Focus_Music;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,26,Yes
U308,35,Analyst,Figma,Procrastination,7,Procrastination;Fatigue;Information_Overload,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Notification_Blocking;Focus_Music,4,29,Yes
U309,47,Manager,Excel,Meeting_Interruptions,7,Meeting_Interruptions;Information_Overload;Poor_Time_Management,Slack_Integration;Notification_Blocking;Team_Dashboard;Productivity_Report,4,18,No
U310,34,Analyst,Notion,Constant_Distractions,8,Distractions;Information_Overload;Fatigue;Meeting_Interruptions,Predictive_Insights;Adaptive_Music;Focus_Music;Notification_Blocking;Productivity_Report;Distraction_Nudge,5,28,Yes
U311,40,Developer,Slack,Constant_Distractions,4,Distractions;Fatigue;Information_Overload,Slack_Integration,5,24,Yes
U312,19,Student,Google_Docs,Procrastination,5,Procrastination;Distractions;Meeting_Interruptions,AI_Task_Nudge;Automatic_Breaks;Calendar_Integration;Notification_Blocking;Productivity_Report;Focus_Music,5,15,Yes
U313,35,Analyst,Slack,Mental_Fatigue,10,Fatigue;Information_Overload;Distractions,Predictive_Insights;Automatic_Breaks;Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,5,33,Yes
U314,29,Analyst,Jupyter,Information_Overload,5,Information_Overload;Fatigue;Meeting_Interruptions,Predictive_Insights;Calendar_Integration;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report,4,26,Yes
U315,54,Manager,Jupyter,Procrastination,7,Procrastination;Meeting_Interruptions;Poor_Time_Management,AI_Task_Nudge;Calendar_Integration;Team_Dashboard;Productivity_Report,4,17,No
U316,49,Manager,Excel,Mental_Fatigue,5,Fatigue;Information_Overload;Meeting_Interruptions;Poor_Time_Management,Team_Dashboard;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Productivity_Report,4,20,Yes
U317,21,Student,Trello,Mental_Fatigue,8,Fatigue;Procrastination;Distractions,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Adaptive_Music;Distraction_Nudge;Notification_Blocking;Focus_Music,4,19,No
U318,42,Analyst,Jupyter,Mental_Fatigue,6,Fatigue;Information_Overload,Slack_Integration;AI_Task_Nudge;Predictive_Insights;Productivity_Report,4,24,Yes
U319,28,Writer,Slack,Mental_Fatigue,8,Fatigue;Information_Overload,Predictive_Insights;Automatic_Breaks;Distraction_Nudge;Slack_Integration;Notification_Blocking;Focus_Music,4,25,Yes
U320,27,Student,Notion,Creative_Block,8,Creative_Block;Distractions;Information_Overload,AI_Task_Nudge;Automatic_Breaks;Calendar_Integration;Notification_Blocking;Productivity_Report;Focus_Music,3,17,No
U321,21,Student,Google_Docs,Meeting_Interruptions,5,Meeting_Interruptions;Distractions,Automatic_Breaks;Notification_Blocking;Adaptive_Music,3,6,No
U322,47,Researcher,Word,Procrastination,8,Procrastination;Creative_Block;Fatigue,AI_Task_Nudge;Predictive_Insights;Distraction_Nudge;Productivity_Report;Focus_Music,4,29,Yes
U323,46,Writer,Notion,Procrastination,6,Procrastination;Creative_Block;Distractions,Automatic_Breaks;Adaptive_Music;Focus_Music;Productivity_Report;Distraction_Nudge,2,17,Yes
U324,34,Writer,Word,Mental_Fatigue,3,Fatigue;Creative_Block;Procrastination,Slack_Integration,2,11,Yes
U325,28,Developer,Slack,Information_Overload,3,Information_Overload;Meeting_Interruptions;Creative_Block,Predictive_Insights;Productivity_Report,5,21,No
U326,18,Student,Excel,Constant_Distractions,8,Distractions;Creative_Block;Procrastination;Information_Overload,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Adaptive_Music;Distraction_Nudge;Notification_Blocking;Productivity_Report;Focus_Music,4,17,Yes
U327,47,Manager,PyCharm,Meeting_Interruptions,5,Meeting_Interruptions;Information_Overload;Poor_Time_Management,Predictive_Insights;Team_Dashboard;Notification_Blocking;Productivity_Report;Distraction_Nudge,3,16,Yes
U328,41,Designer,Figma,Procrastination,6,Procrastination;Creative_Block;Information_Overload,Predictive_Insights;Team_Dashboard;Calendar_Integration;Adaptive_Music;Focus_Music;Productivity_Report;Distraction_Nudge,5,30,Yes
U329,27,Developer,Jupyter,Procrastination,6,Procrastination;Distractions,AI_Task_Nudge;Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,4,24,Yes
U330,31,Developer,Jupyter,Constant_Distractions,5,Distractions;Meeting_Interruptions;Fatigue;Information_Overload,Slack_Integration;Predictive_Insights;Notification_Blocking;Productivity_Report,4,20,Yes
U331,26,Student,Notion,Meeting_Interruptions,8,Meeting_Interruptions;Fatigue;Procrastination,Automatic_Breaks;Calendar_Integration;Adaptive_Music;Notification_Blocking;Productivity_Report;Focus_Music,3,16,No
U332,35,Developer,Slack,Creative_Block,8,Creative_Block;Procrastination;Fatigue,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Slack_Integration,5,35,Yes
U333,54,Manager,Slack,Meeting_Interruptions,8,Meeting_Interruptions;Poor_Time_Management;Information_Overload,Predictive_Insights;Team_Dashboard;Calendar_Integration;Slack_Integration;Productivity_Report,3,17,No
U334,38,Manager,VS_Code,Constant_Distractions,2,Distractions;Procrastination,Calendar_Integration;Notification_Blocking;Team_Dashboard;Productivity_Report,3,10,No
U335,25,Developer,VS_Code,Constant_Distractions,9,Distractions;Fatigue,Predictive_Insights;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report,4,28,Yes
U336,44,Writer,Notion,Procrastination,9,Procrastination;Creative_Block;Poor_Time_Management;Distractions,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Focus_Music;Notification_Blocking,3,28,Yes
U337,19,Student,Notion,Constant_Distractions,6,Distractions;Procrastination;Meeting_Interruptions,AI_Task_Nudge;Predictive_Insights;Distraction_Nudge;Notification_Blocking;Slack_Integration;Productivity_Report;Focus_Music,3,12,Yes
U338,19,Student,Word,Creative_Block,5,Creative_Block;Distractions,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Notification_Blocking;Productivity_Report;Focus_Music,5,14,Yes
U339,39,Consultant,Notion,Mental_Fatigue,5,Fatigue;Meeting_Interruptions;Information_Overload,Predictive_Insights;Automatic_Breaks;Calendar_Integration;Slack_Integration;Notification_Blocking;Productivity_Report,3,19,Yes
U340,43,Analyst,Excel,Meeting_Interruptions,5,Meeting_Interruptions;Fatigue;Information_Overload,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Adaptive_Music;Notification_Blocking,4,23,Yes
U341,31,Manager,Word,Meeting_Interruptions,7,Meeting_Interruptions;Information_Overload,AI_Task_Nudge;Calendar_Integration;Team_Dashboard;Productivity_Report,2,16,Yes
U342,36,Researcher,Notion,Meeting_Interruptions,8,Meeting_Interruptions;Creative_Block,AI_Task_Nudge;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Distraction_Nudge;Focus_Music,5,31,Yes
U343,35,Developer,Slack,Mental_Fatigue,7,Fatigue;Distractions;Meeting_Interruptions,Predictive_Insights;Team_Dashboard;Calendar_Integration;Productivity_Report;Distraction_Nudge,4,27,Yes
U344,32,Developer,Jupyter,Creative_Block,6,Creative_Block;Distractions;Meeting_Interruptions,AI_Task_Nudge;Calendar_Integration;Slack_Integration;Adaptive_Music,4,24,No
U345,31,Researcher,Google_Docs,Creative_Block,1,Creative_Block;Information_Overload;Poor_Time_Management,AI_Task_Nudge;Predictive_Insights;Productivity_Report;Distraction_Nudge,3,16,Yes
U346,27,Student,PyCharm,Constant_Distractions,8,Distractions;Procrastination;Fatigue,Team_Dashboard;Automatic_Breaks;Calendar_Integration;Notification_Blocking;Slack_Integration;Productivity_Report,3,18,Yes
U347,27,Student,Notion,Mental_Fatigue,6,Fatigue;Distractions;Creative_Block;Information_Overload,Automatic_Breaks;Notification_Blocking;Team_Dashboard;Focus_Music,3,10,No
U348,34,Developer,PyCharm,Constant_Distractions,6,Distractions;Information_Overload,Predictive_Insights;Automatic_Breaks;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,25,Yes
U349,30,Writer,Google_Docs,Constant_Distractions,6,Distractions;Procrastination;Creative_Block;Information_Overload,Adaptive_Music;Automatic_Breaks;Productivity_Report;Distraction_Nudge,2,14,Yes
U350,34,Developer,PyCharm,Meeting_Interruptions,6,Meeting_Interruptions;Distractions;Fatigue,Team_Dashboard;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report,5,26,Yes
U351,45,Developer,Word,Procrastination,7,Procrastination;Distractions;Meeting_Interruptions,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Slack_Integration;Notification_Blocking;Productivity_Report,4,33,Yes
U352,25,Student,Notion,Mental_Fatigue,8,Fatigue;Distractions;Procrastination,AI_Task_Nudge;Predictive_Insights;Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,4,16,Yes
U353,41,Developer,Jupyter,Meeting_Interruptions,6,Meeting_Interruptions;Fatigue;Distractions,Calendar_Integration;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report,4,26,Yes
U354,44,Manager,Slack,Procrastination,7,Procrastination;Poor_Time_Management;Information_Overload,Notification_Blocking;Calendar_Integration;Predictive_Insights;Productivity_Report,2,15,Yes
U355,26,Designer,Slack,Constant_Distractions,6,Distractions;Creative_Block;Meeting_Interruptions,Focus_Music;Team_Dashboard;Adaptive_Music;Distraction_Nudge,3,17,Yes
U356,18,Student,Google_Docs,Information_Overload,9,Information_Overload;Distractions;Procrastination;Fatigue,Automatic_Breaks;Adaptive_Music;Distraction_Nudge;Slack_Integration;Productivity_Report;Focus_Music,3,15,Yes
U357,18,Student,Google_Docs,Creative_Block,9,Creative_Block;Poor_Time_Management;Distractions;Fatigue,Predictive_Insights;Calendar_Integration;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,20,Yes
U358,39,Developer,Slack,Mental_Fatigue,7,Fatigue;Meeting_Interruptions;Distractions,Slack_Integration;Automatic_Breaks;Notification_Blocking;Team_Dashboard,4,28,Yes
U359,38,Developer,Slack,Information_Overload,8,Information_Overload;Distractions;Fatigue,AI_Task_Nudge;Team_Dashboard;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,5,38,Yes
U360,42,Manager,Slack,Procrastination,7,Procrastination;Creative_Block;Distractions;Meeting_Interruptions,AI_Task_Nudge;Calendar_Integration;Focus_Music;Distraction_Nudge,2,14,No
U361,28,Student,Google_Docs,Meeting_Interruptions,1,Meeting_Interruptions;Procrastination,Notification_Blocking;Productivity_Report,3,5,No
U362,28,Developer,PyCharm,Mental_Fatigue,7,Fatigue;Distractions;Creative_Block;Meeting_Interruptions,Notification_Blocking;Calendar_Integration;Predictive_Insights;Team_Dashboard,4,26,Yes
U363,26,Developer,PyCharm,Mental_Fatigue,6,Fatigue;Distractions,Notification_Blocking;Adaptive_Music;Focus_Music,4,23,Yes
U364,26,Student,Google_Docs,Information_Overload,8,Information_Overload;Procrastination;Fatigue,Predictive_Insights;Automatic_Breaks;Calendar_Integration;Focus_Music;Distraction_Nudge,4,19,Yes
U365,50,Researcher,VS_Code,Meeting_Interruptions,6,Meeting_Interruptions;Fatigue,Automatic_Breaks;Calendar_Integration,5,25,Yes
U366,25,Writer,Excel,Procrastination,7,Procrastination;Creative_Block;Distractions,Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,4,22,Yes
U367,28,Analyst,Excel,Information_Overload,8,Information_Overload;Fatigue;Procrastination,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Calendar_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,3,25,Yes
U368,42,Developer,PyCharm,Information_Overload,9,Information_Overload;Distractions,Calendar_Integration;Adaptive_Music;Slack_Integration;Notification_Blocking;Distraction_Nudge,4,33,Yes
U369,31,Developer,Slack,Information_Overload,4,Information_Overload;Fatigue;Distractions;Meeting_Interruptions,AI_Task_Nudge;Automatic_Breaks;Notification_Blocking;Productivity_Report,5,23,Yes
U370,34,Developer,Notion,Constant_Distractions,7,Distractions;Poor_Time_Management;Meeting_Interruptions,Automatic_Breaks;Calendar_Integration;Team_Dashboard,5,28,Yes
U371,36,Writer,Notion,Creative_Block,9,Creative_Block;Procrastination;Distractions,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Distraction_Nudge,4,30,Yes
U372,30,Developer,PyCharm,Constant_Distractions,7,Distractions;Meeting_Interruptions;Poor_Time_Management,AI_Task_Nudge;Calendar_Integration;Slack_Integration;Productivity_Report;Distraction_Nudge,4,28,Yes
U373,43,Developer,Jupyter,Meeting_Interruptions,7,Meeting_Interruptions;Fatigue;Distractions,Calendar_Integration;Notification_Blocking;Adaptive_Music;Distraction_Nudge,5,28,Yes
U374,33,Writer,Word,Creative_Block,7,Creative_Block;Distractions;Information_Overload,AI_Task_Nudge;Automatic_Breaks;Adaptive_Music;Distraction_Nudge;Notification_Blocking;Focus_Music,4,24,Yes
U375,34,Researcher,Jupyter,Mental_Fatigue,9,Fatigue;Information_Overload,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Adaptive_Music;Productivity_Report;Focus_Music,3,28,Yes
U376,54,Researcher,Jupyter,Meeting_Interruptions,7,Meeting_Interruptions;Procrastination;Fatigue;Creative_Block,Automatic_Breaks;Predictive_Insights;Productivity_Report;Focus_Music,5,28,Yes
U377,39,Analyst,Excel,Constant_Distractions,8,Distractions;Information_Overload,Automatic_Breaks;Notification_Blocking;Slack_Integration;Productivity_Report;Focus_Music,3,27,Yes
U378,32,Researcher,Notion,Meeting_Interruptions,6,Meeting_Interruptions;Creative_Block,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Adaptive_Music;Distraction_Nudge,5,27,No
U379,43,Analyst,Notion,Mental_Fatigue,7,Fatigue;Creative_Block,Notification_Blocking;Adaptive_Music,3,27,Yes
U380,42,Developer,PyCharm,Creative_Block,5,Creative_Block;Meeting_Interruptions,AI_Task_Nudge;Calendar_Integration;Productivity_Report;Focus_Music,5,26,Yes
U381,34,Writer,Excel,Information_Overload,8,Information_Overload;Meeting_Interruptions;Creative_Block;Distractions,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Focus_Music;Notification_Blocking;Distraction_Nudge,2,23,Yes
U382,41,Analyst,Jupyter,Mental_Fatigue,8,Fatigue;Creative_Block,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Notification_Blocking;Slack_Integration;Productivity_Report,3,28,Yes
U383,42,Writer,Google_Docs,Constant_Distractions,8,Distractions;Creative_Block,Automatic_Breaks;Calendar_Integration;Adaptive_Music;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,31,Yes
U384,35,Developer,VS_Code,Creative_Block,6,Creative_Block;Meeting_Interruptions,Calendar_Integration;Adaptive_Music;Notification_Blocking;Slack_Integration;Productivity_Report,4,27,Yes
U385,34,Developer,Google_Docs,Information_Overload,6,Information_Overload;Meeting_Interruptions,AI_Task_Nudge;Team_Dashboard;Slack_Integration;Notification_Blocking;Productivity_Report,5,27,Yes
U386,38,Consultant,Slack,Mental_Fatigue,5,Fatigue;Meeting_Interruptions;Information_Overload,Predictive_Insights;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Productivity_Report,4,22,No
U387,46,Analyst,PyCharm,Procrastination,8,Procrastination;Poor_Time_Management;Distractions,Predictive_Insights;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Notification_Blocking;Distraction_Nudge,5,30,Yes
U388,58,Manager,Excel,Information_Overload,8,Information_Overload;Meeting_Interruptions;Creative_Block,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Productivity_Report;Focus_Music,3,20,Yes
U389,28,Student,Google_Docs,Constant_Distractions,7,Distractions;Procrastination;Information_Overload,AI_Task_Nudge;Predictive_Insights;Slack_Integration;Productivity_Report;Focus_Music,3,14,Yes
U390,33,Developer,Word,Constant_Distractions,9,Distractions;Meeting_Interruptions;Fatigue,Automatic_Breaks;Calendar_Integration;Focus_Music;Notification_Blocking;Slack_Integration;Productivity_Report;Distraction_Nudge,5,35,Yes
U391,29,Writer,Google_Docs,Constant_Distractions,6,Distractions;Procrastination,Focus_Music;Automatic_Breaks;Slack_Integration;Distraction_Nudge,3,18,Yes
U392,33,Developer,PyCharm,Creative_Block,7,Creative_Block;Distractions,Automatic_Breaks;Notification_Blocking;Adaptive_Music,4,24,Yes
U393,26,Analyst,Notion,Information_Overload,6,Information_Overload;Distractions;Poor_Time_Management,Automatic_Breaks;Calendar_Integration;Team_Dashboard;Productivity_Report,3,22,Yes
U394,37,Researcher,Jupyter,Constant_Distractions,8,Distractions;Fatigue;Creative_Block,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Distraction_Nudge;Slack_Integration;Focus_Music,5,33,Yes
U395,27,Student,Word,Information_Overload,10,Information_Overload;Procrastination;Fatigue,AI_Task_Nudge;Automatic_Breaks;Adaptive_Music;Productivity_Report;Distraction_Nudge,4,24,No
U396,43,Analyst,Notion,Mental_Fatigue,7,Fatigue;Information_Overload;Distractions;Poor_Time_Management,Notification_Blocking;Predictive_Insights;Team_Dashboard;Productivity_Report,5,29,Yes
U397,30,Analyst,Trello,Mental_Fatigue,6,Fatigue;Distractions,Slack_Integration;Automatic_Breaks;Notification_Blocking;Adaptive_Music,3,22,No
U398,18,Student,Google_Docs,Information_Overload,7,Information_Overload;Distractions;Fatigue,Automatic_Breaks;Distraction_Nudge;Notification_Blocking;Focus_Music,4,13,No
U399,47,Manager,Excel,Mental_Fatigue,5,Fatigue;Poor_Time_Management;Meeting_Interruptions,Notification_Blocking;Predictive_Insights;Team_Dashboard;Adaptive_Music,4,16,Yes
U400,37,Manager,Trello,Information_Overload,7,Information_Overload;Poor_Time_Management;Meeting_Interruptions;Fatigue,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Notification_Blocking;Productivity_Report,4,22,No
U401,28,Developer,Slack,Mental_Fatigue,1,Fatigue;Distractions,Automatic_Breaks;Notification_Blocking;Productivity_Report,5,13,Yes
U402,55,Writer,Notion,Meeting_Interruptions,8,Meeting_Interruptions;Distractions,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Notification_Blocking;Distraction_Nudge,4,23,Yes
U403,37,Designer,Figma,Information_Overload,10,Information_Overload;Meeting_Interruptions;Poor_Time_Management;Creative_Block,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Calendar_Integration;Notification_Blocking;Productivity_Report;Focus_Music,3,32,Yes
U404,27,Student,Google_Docs,Information_Overload,9,Information_Overload;Procrastination,AI_Task_Nudge;Team_Dashboard;Calendar_Integration;Slack_Integration;Notification_Blocking;Productivity_Report,3,20,Yes
U405,51,Manager,Excel,Mental_Fatigue,7,Fatigue;Meeting_Interruptions;Creative_Block;Information_Overload,Predictive_Insights;Team_Dashboard;Calendar_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,2,16,Yes
U406,26,Student,Word,Procrastination,4,Procrastination;Fatigue;Poor_Time_Management;Creative_Block,Notification_Blocking;Adaptive_Music;Productivity_Report,3,9,No
U407,27,Student,Word,Information_Overload,8,Information_Overload;Distractions;Procrastination,AI_Task_Nudge;Calendar_Integration;Adaptive_Music;Notification_Blocking;Slack_Integration;Productivity_Report;Focus_Music,5,24,Yes
U408,41,Developer,Slack,Constant_Distractions,8,Distractions;Fatigue,Predictive_Insights;Slack_Integration;Notification_Blocking;Productivity_Report,4,27,Yes
U409,20,Student,Word,Mental_Fatigue,9,Fatigue;Distractions,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Distraction_Nudge;Notification_Blocking;Slack_Integration;Productivity_Report;Focus_Music,5,24,Yes
U410,58,Manager,Notion,Creative_Block,7,Creative_Block;Meeting_Interruptions,Calendar_Integration;Team_Dashboard;Adaptive_Music,2,12,No
U411,36,Developer,PyCharm,Information_Overload,9,Information_Overload;Distractions;Fatigue,AI_Task_Nudge;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Notification_Blocking;Slack_Integration;Productivity_Report;Distraction_Nudge,4,34,Yes
U412,38,Developer,Jupyter,Mental_Fatigue,7,Fatigue;Distractions,Automatic_Breaks;Slack_Integration;Adaptive_Music,5,29,Yes
U413,25,Developer,Slack,Constant_Distractions,5,Distractions;Fatigue,Predictive_Insights;Automatic_Breaks;Calendar_Integration;Slack_Integration;Notification_Blocking,4,25,Yes
U414,35,Analyst,Google_Docs,Mental_Fatigue,8,Fatigue;Distractions;Information_Overload,AI_Task_Nudge;Automatic_Breaks;Calendar_Integration;Distraction_Nudge;Notification_Blocking;Productivity_Report;Focus_Music,3,29,Yes
U415,31,Developer,Slack,Procrastination,6,Procrastination;Distractions;Fatigue;Meeting_Interruptions,Predictive_Insights;Calendar_Integration;Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,5,27,Yes
U416,37,Researcher,Notion,Constant_Distractions,6,Distractions;Information_Overload;Creative_Block,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Slack_Integration;Focus_Music,5,30,Yes
U417,29,Developer,VS_Code,Constant_Distractions,5,Distractions;Meeting_Interruptions;Creative_Block,Predictive_Insights;Team_Dashboard;Focus_Music;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,25,Yes
U418,38,Developer,VS_Code,Information_Overload,8,Information_Overload;Fatigue,Team_Dashboard;Automatic_Breaks;Calendar_Integration;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,5,38,Yes
U419,45,Analyst,Notion,Information_Overload,7,Information_Overload;Meeting_Interruptions;Fatigue,Predictive_Insights;Team_Dashboard;Calendar_Integration;Adaptive_Music;Notification_Blocking,5,31,Yes
U420,37,Writer,Google_Docs,Constant_Distractions,3,Distractions;Procrastination,Automatic_Breaks;Notification_Blocking;Productivity_Report;Distraction_Nudge,3,15,No
U421,28,Developer,PyCharm,Constant_Distractions,7,Distractions;Meeting_Interruptions,AI_Task_Nudge;Automatic_Breaks;Slack_Integration;Productivity_Report;Distraction_Nudge,4,25,Yes
U422,33,Designer,VS_Code,Information_Overload,6,Information_Overload;Distractions,Calendar_Integration;Adaptive_Music;Focus_Music;Slack_Integration;Productivity_Report;Distraction_Nudge,5,27,Yes
U423,32,Developer,Jupyter,Information_Overload,9,Information_Overload;Creative_Block;Fatigue,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Automatic_Breaks;Slack_Integration;Notification_Blocking;Productivity_Report,5,37,Yes
U424,52,Researcher,Jupyter,Mental_Fatigue,7,Fatigue;Information_Overload,Predictive_Insights;Automatic_Breaks;Adaptive_Music;Notification_Blocking;Productivity_Report;Focus_Music,3,25,Yes
U425,26,Student,Word,Information_Overload,9,Information_Overload;Procrastination;Distractions,Adaptive_Music;Calendar_Integration;Notification_Blocking;Productivity_Report,5,21,Yes
U426,40,Developer,Slack,Meeting_Interruptions,6,Meeting_Interruptions;Distractions;Fatigue,Automatic_Breaks;Calendar_Integration;Team_Dashboard;Distraction_Nudge,4,23,Yes
U427,43,Analyst,Notion,Constant_Distractions,7,Distractions;Information_Overload;Fatigue,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Adaptive_Music;Notification_Blocking;Productivity_Report,4,31,Yes
U428,28,Developer,Word,Meeting_Interruptions,7,Meeting_Interruptions;Poor_Time_Management;Distractions,AI_Task_Nudge;Automatic_Breaks;Slack_Integration;Notification_Blocking;Productivity_Report,4,32,Yes
U429,34,Researcher,Word,Mental_Fatigue,6,Fatigue;Creative_Block;Information_Overload,Predictive_Insights;Automatic_Breaks;Notification_Blocking;Productivity_Report;Focus_Music,3,17,No
U430,38,Designer,Notion,Meeting_Interruptions,10,Meeting_Interruptions;Distractions,Predictive_Insights;Calendar_Integration;Adaptive_Music;Slack_Integration;Notification_Blocking,5,34,Yes
U431,28,Student,VS_Code,Creative_Block,7,Creative_Block;Fatigue,Automatic_Breaks;Productivity_Report;Focus_Music,3,13,No
U432,51,Manager,Excel,Information_Overload,6,Information_Overload;Poor_Time_Management,Automatic_Breaks;Calendar_Integration,2,13,No
U433,27,Analyst,Jupyter,Mental_Fatigue,9,Fatigue;Distractions;Procrastination,Predictive_Insights;Calendar_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,5,32,No
U434,33,Designer,Notion,Procrastination,5,Procrastination;Meeting_Interruptions;Distractions,AI_Task_Nudge;Calendar_Integration;Notification_Blocking;Focus_Music,4,20,Yes
U435,27,Analyst,Excel,Information_Overload,8,Information_Overload;Fatigue;Distractions,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Focus_Music;Notification_Blocking;Productivity_Report;Distraction_Nudge,5,30,Yes
U436,31,Writer,VS_Code,Information_Overload,7,Information_Overload;Creative_Block;Distractions,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Notification_Blocking;Focus_Music,3,22,Yes
